,record_id,title,year,popularity,homepage,type,action,comedy,fantasy,horror,non-fiction,romance
1438,1438,The Shawshank Redemption,1994,8.5,https://www.google.com/,M,0,0,1,1,0,0
1439,1439,Crocodile Dundee in Los Angeles,2001,4.7,https://www.google.com/,M,1,1,0,0,0,0
1440,1440,Kingpin,1996,6.7,https://www.google.com/,M,0,1,0,0,0,0
1441,1441,August: Osage County,2013,6.9,https://www.google.com/,M,0,1,1,0,0,0
1442,1442,Ice Princess,2005,5.9,https://www.google.com/,M,0,1,1,0,0,0
1443,1443,A Lot Like Love,2005,6.5,https://www.google.com/,M,0,1,0,0,0,0
1444,1444,He Got Game,1998,6.7,https://www.google.com/,M,0,0,1,0,0,0
1445,1445,Don Juan DeMarco,1994,6.2,https://www.google.com/,M,0,1,1,0,0,1
1446,1446,Dear John,2010,6.6,https://www.google.com/,M,0,0,1,0,1,1
1447,1447,The Losers,2010,6.2,http://www.the-losers.com/,M,1,0,0,1,0,0
1448,1448,Don't Be Afraid of the Dark,2010,5.4,http://www.dontbeafraidofthedark.com/,M,1,0,1,1,0,0
1449,1449,War,2007,6,https://www.google.com/,M,1,0,0,1,0,0
1450,1450,Punch-Drunk Love,2002,6.9,https://www.google.com/,M,0,1,1,0,0,1
1451,1451,EuroTrip,2004,6.5,https://www.google.com/,M,0,1,0,0,0,0
1452,1452,Half Past Dead,2002,4.6,https://www.google.com/,M,1,0,0,1,0,0
1453,1453,Unaccompanied Minors,2006,5.4,https://www.google.com/,M,0,1,0,0,0,0
1454,1454,"Bright Lights, Big City",1988,4.7,https://www.google.com/,M,0,0,1,0,0,0
1455,1455,The Adventures of Pinocchio,1996,5,https://www.google.com/,M,0,1,1,0,0,0
1456,1456,The Greatest Game Ever Played,2005,6.9,https://www.google.com/,M,0,0,1,0,0,0
1457,1457,The Box,2009,5.4,http://thebox-movie.warnerbros.com/,M,1,0,1,0,0,0
1458,1458,The Ruins,2008,5.6,https://www.google.com/,M,0,0,1,1,0,0
1459,1459,The Next Best Thing,2000,4.3,https://www.google.com/,M,0,1,0,0,0,0
1460,1460,My Soul to Take,2010,5.2,https://www.google.com/,M,1,0,1,1,0,0
1461,1461,The Girl Next Door,2004,6.3,https://www.google.com/,M,0,1,0,0,0,0
1462,1462,Maximum Risk,1996,5.2,https://www.google.com/,M,1,0,0,0,0,0
1463,1463,Stealing Harvard,2002,4.4,https://www.google.com/,M,1,1,1,0,0,0
1464,1464,Hot Rod,2007,6.3,https://www.google.com/,M,1,1,0,0,0,0
1465,1465,Shark Night,2011,4.9,http://www.iamrogue.com/sharknight3d/fullsite/index.html,M,1,0,0,1,0,0
1466,1466,Angela's Ashes,1999,7,https://www.google.com/,M,0,0,1,0,0,0
1467,1467,Draft Day,2014,6.5,https://www.google.com/,M,0,0,1,0,0,0
1468,1468,Lifeforce,1985,6.2,https://www.google.com/,M,1,0,1,1,0,0
1469,1469,The Conspirator,2010,6.2,http://www.conspiratorthemovie.com/,M,0,0,1,1,1,0
1470,1470,Lords of Dogtown,2005,7,https://www.google.com/,M,0,0,1,0,0,0
1471,1471,The 33,2015,6,https://www.google.com/,M,0,0,1,0,1,0
1472,1472,Big Trouble in Little China,1986,7.1,http://www.theofficialjohncarpenter.com/big-trouble-in-little-china/,M,1,1,1,0,0,0
1473,1473,Fly Me to the Moon,2012,5.6,https://www.google.com/,M,0,1,0,0,0,1
1474,1474,Michael Collins,1996,6.7,https://www.google.com/,M,1,0,1,0,0,0
1475,1475,Gettysburg,1993,6.6,https://www.google.com/,M,0,0,1,0,1,0
1476,1476,Stop-Loss,2008,6.1,http://www.stoplossmovie.com/,M,0,0,1,0,1,0
1477,1477,Abandon,2002,4.6,https://www.google.com/,M,1,0,1,1,0,0
1478,1478,Brokedown Palace,1999,6.2,https://www.google.com/,M,1,0,1,0,0,0
1479,1479,The Possession,2012,5.8,http://www.thepossessionmovie.com/,M,1,0,0,1,0,0
1480,1480,Mrs. Winterbourne,1996,5.3,https://www.google.com/,M,0,1,1,0,0,1
1481,1481,Straw Dogs,2011,5.5,http://www.strawdogsmovie.com/,M,1,0,1,0,0,0
1482,1482,The Hoax,2006,6.4,https://www.google.com/,M,0,1,1,0,0,0
1483,1483,Stone Cold,1991,5.7,https://www.google.com/,M,1,0,0,1,0,0
1484,1484,Sheena,1984,5,https://www.google.com/,M,1,1,1,0,0,0
1485,1485,Underclassman,2005,5.5,https://www.google.com/,M,1,1,0,0,0,0
1486,1486,Say It Isn't So,2001,4.8,https://www.google.com/,M,0,1,0,0,0,1
1487,1487,The World's Fastest Indian,2005,7.3,https://www.google.com/,M,0,0,1,0,0,0
1488,1488,Tank Girl,1995,5.5,https://www.google.com/,M,1,1,1,0,0,0
1489,1489,King's Ransom,2005,5.1,https://www.google.com/,M,0,1,0,1,0,0
1490,1490,Blindness,2008,6.4,http://www.blindness-themovie.com/,M,1,0,1,1,0,0
1491,1491,BloodRayne,2005,3.5,http://www.bloodrayne-themovie.com/main/index.html,M,1,0,1,1,0,0
1492,1492,Carnage,2011,7,http://www.sonyclassics.com/carnage/site/index.html,M,0,1,1,0,0,0
1493,1493,Where the Truth Lies,2005,5.9,https://www.google.com/,M,1,0,1,1,0,0
1494,1494,Cirque du Soleil: Worlds Away,2012,6.1,https://www.google.com/,M,0,0,1,0,0,0
1495,1495,Without Limits,1998,6.2,https://www.google.com/,M,0,0,1,0,0,0
1496,1496,Me and Orson Welles,2009,6.6,https://www.google.com/,M,0,1,1,0,0,1
1497,1497,The Best Offer,2013,7.7,http://lamiglioreoffertailfilm.it,M,0,0,1,1,0,1
1498,1498,The Bad Lieutenant: Port of Call - New Orleans,2009,6,https://www.google.com/,M,0,0,1,1,0,0
1499,1499,A Turtle's Tale: Sammy's Adventures,2010,5.6,https://www.google.com/,M,0,1,0,0,0,0
1500,1500,Little White Lies,2010,7.1,http://www.littlewhiteliesmovie.co.uk/,M,0,1,1,0,0,0
1501,1501,Love Ranch,2010,6,https://www.google.com/,M,0,0,1,0,0,0
1502,1502,The True Story of Puss 'n Boots,2009,3.8,https://www.google.com/,M,1,1,0,0,0,0
1503,1503,Space Dogs,2010,6.3,https://www.google.com/,M,0,1,0,0,0,0
1504,1504,Ironclad,2011,6.2,https://www.google.com/,M,1,0,0,0,1,1
1505,1505,Waterloo,1970,7,https://www.google.com/,M,1,0,1,0,1,0
1506,1506,Kung Fu Jungle,2014,6.5,https://www.google.com/,M,1,0,0,1,0,0
1507,1507,Red Sky,2014,4.1,https://www.google.com/,M,1,0,0,0,0,0
1508,1508,Dangerous Liaisons,1988,7,https://www.google.com/,M,0,0,1,0,0,1
1509,1509,On the Road,2012,5.5,http://www.ontheroad-themovie.com/?lang=en,M,1,0,1,0,0,0
1510,1510,Star Trek IV: The Voyage Home,1986,6.9,https://www.google.com/,M,1,0,1,0,0,0
1511,1511,Scream 2,1997,6.1,https://www.google.com/,M,0,0,0,1,0,0
1512,1512,Jane Got a Gun,2016,5.4,https://www.facebook.com/JaneGotAGunFilm/,M,1,0,1,0,0,0
1513,1513,Think Like a Man Too,2014,6.4,https://www.google.com/,M,0,1,0,0,0,1
1514,1514,The Whole Nine Yards,2000,6.2,https://www.google.com/,M,0,1,0,1,0,0
1515,1515,Footloose,1984,6.4,https://www.google.com/,M,0,0,1,0,1,1
1516,1516,Old School,2003,6.6,http://www.oldschool-themovie.com,M,0,1,0,0,0,0
1517,1517,The Fisher King,1991,7.2,https://www.google.com/,M,0,1,1,0,0,0
1518,1518,I Still Know What You Did Last Summer,1998,5.1,https://www.google.com/,M,1,0,0,1,0,0
1519,1519,Return to Me,2000,6.1,https://www.google.com/,M,0,1,1,0,0,1
1520,1520,Nurse Betty,2000,5.9,https://www.google.com/,M,1,1,0,1,0,0
1521,1521,The Men Who Stare at Goats,2009,5.9,http://www.themenwhostareatgoatsmovie.com/,M,0,1,0,0,1,0
1522,1522,Double Take,2001,5.5,https://www.google.com/,M,1,1,1,0,0,1
1523,1523,"Girl, Interrupted",1999,7.6,https://www.google.com/,M,0,0,1,0,0,0
1524,1524,Win a Date with Tad Hamilton!,2004,5.5,https://www.google.com/,M,0,1,0,0,0,1
1525,1525,Muppets from Space,1999,5.8,https://www.google.com/,M,0,1,1,0,0,0
1526,1526,The Wiz,1978,5.9,https://www.google.com/,M,1,0,1,0,1,0
1527,1527,Ready to Rumble,2000,4.7,http://readytorumble.warnerbros.com/flash.html,M,1,1,1,0,0,0
1528,1528,Play It to the Bone,1999,5.7,https://www.google.com/,M,0,1,1,0,0,0
1529,1529,I Don't Know How She Does It,2011,5,http://www.weinsteinco.com/#/film/idontknowhow,M,0,1,0,0,0,1
1530,1530,Beyond the Sea,2004,6.5,https://www.google.com/,M,0,0,1,0,1,0
1531,1531,Meet the Deedles,1998,4.1,https://www.google.com/,M,0,1,0,0,0,0
1532,1532,The Thief and the Cobbler,1993,6.8,https://www.google.com/,M,1,1,1,0,0,0
1533,1533,The Bridge of San Luis Rey,2004,5.4,http://www.thebridgeofsanluisreymovie.com/,M,0,0,1,0,0,1
1534,1534,Howl's Moving Castle,2004,8.2,https://www.google.com/,M,1,1,1,0,0,0
1535,1535,The Waterboy,1998,5.9,https://www.google.com/,M,0,1,0,0,0,0
1536,1536,The Empire Strikes Back,1980,8.2,http://www.starwars.com/films/star-wars-episode-v-the-empire-strikes-back,M,1,0,1,0,0,0
1537,1537,Bad Boys,1995,6.5,https://www.google.com/,M,1,1,0,1,0,0
1538,1538,The Naked Gun 2ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Â ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã¢â‚¬Â¦Ãƒâ€šÃ‚Â¡ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€¦Ã‚Â¡ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â½: The Smell of Fear,1991,6.6,https://www.google.com/,M,0,1,0,1,0,0
1539,1539,Final Destination,2000,6.4,https://www.google.com/,M,0,0,0,1,0,0
1540,1540,The Ides of March,2011,6.5,http://www.sonypictures.com/movies/theidesofmarch/,M,0,0,1,0,0,0
1541,1541,Pitch Black,2000,6.7,http://www.pitchblack.com/,M,1,0,1,0,0,0
1542,1542,Someone Like You...,2001,6,https://www.google.com/,M,0,1,0,0,0,1
1543,1543,Joy Ride,2001,6.3,https://www.google.com/,M,1,0,1,1,0,0
1544,1544,The Adventurer: The Curse of the Midas Box,2013,5.1,https://www.google.com/,M,1,0,1,0,0,0
1545,1545,Anywhere But Here,1999,5.9,http://www.foxmovies.com/anywherebuthere/,M,0,1,1,0,0,1
1546,1546,The Crew,2000,6.4,https://www.google.com/,M,1,1,0,0,0,0
1547,1547,Haywire,2011,5.6,http://www.haywiremovie.com/,M,1,0,0,0,0,0
1548,1548,Jaws: The Revenge,1987,3.5,https://www.google.com/,M,1,0,0,0,0,0
1549,1549,Marvin's Room,1996,6.6,https://www.google.com/,M,0,0,1,0,0,0
1550,1550,The Longshots,2008,6.5,https://www.google.com/,M,0,0,1,0,0,0
1551,1551,The End of the Affair,1999,6.6,https://www.google.com/,M,0,0,1,0,0,0
1552,1552,Harley Davidson and the Marlboro Man,1991,6.1,http://www.mgm.com/title_title.do?title_star=HARLEYDA,M,1,0,0,0,0,0
1553,1553,In the Valley of Elah,2007,6.6,http://wip.warnerbros.com/inthevalleyofelah/,M,1,0,1,1,1,0
1554,1554,Coco Before Chanel,2009,6.6,http://www.cocoavantchanel.fr,M,0,0,1,0,1,0
1555,1555,Forsaken,2015,5.8,https://www.google.com/,M,1,0,1,0,0,0
1556,1556,Cheri,2009,5.9,https://www.google.com/,M,0,1,1,0,0,1
1557,1557,Vanity Fair,2004,5.5,https://www.google.com/,M,0,0,1,0,0,1
1558,1558,Bodyguards and Assassins,2009,6.5,http://www.bodyguardsandassassins.com/,M,1,0,1,0,1,0
1559,1559,Spaceballs,1987,6.7,http://www.mgm.com/view/movie/1873/Spaceballs/,M,0,1,1,0,0,0
1560,1560,The Water Diviner,2014,6.8,http://www.thewaterdiviner.com/,M,0,0,1,0,1,0
1561,1561,Ghost,1990,6.9,https://www.google.com/,M,1,0,1,1,0,1
1562,1562,There's Something About Mary,1998,6.5,http://www.aboutmary.com/,M,0,1,0,0,0,1
1563,1563,The Santa Clause,1994,6.3,https://www.google.com/,M,0,1,1,0,0,0
1564,1564,The Rookie,2002,6.5,https://www.google.com/,M,0,0,1,0,0,0
1565,1565,The Game Plan,2007,6,http://movies.disney.com/the-game-plan,M,0,1,0,0,0,0
1566,1566,The Bridges of Madison County,1995,7.3,https://www.google.com/,M,0,0,1,0,0,1
1567,1567,The Animal,2001,4.6,https://www.google.com/,M,1,1,0,0,0,0
1568,1568,Gandhi,1982,7.4,https://www.google.com/,M,0,0,1,0,1,0
1569,1569,The Hundred-Foot Journey,2014,7.3,https://www.google.com/,M,0,0,1,0,0,0
1570,1570,The Net,1995,5.6,https://www.google.com/,M,1,0,1,1,0,0
1571,1571,I Am Sam,2001,7.2,https://www.google.com/,M,0,0,1,0,0,0
1572,1572,Son of God,2014,5.9,https://www.google.com/,M,0,0,1,0,0,0
1573,1573,Underworld,2003,6.6,http://www.sonypictures.com/movies/underworld/site/main.html,M,1,0,1,0,0,0
1574,1574,Derailed,2005,6.1,http://weinsteinco.com/films/derailed/,M,1,0,1,0,0,0
1575,1575,The Informant!,2009,6,http://theinformantmovie.warnerbros.com/,M,0,1,1,1,0,0
1576,1576,Shadowlands,1993,6.8,https://www.google.com/,M,0,0,1,0,0,1
1577,1577,Deuce Bigalow: European Gigolo,2005,4.7,https://www.google.com/,M,0,1,0,0,0,0
1578,1578,Delivery Man,2013,6.2,https://www.google.com/,M,0,1,0,0,0,0
1579,1579,Our Kind of Traitor,2016,6,https://www.google.com/,M,1,0,0,0,0,0
1580,1580,Saving Silverman,2001,5.4,https://www.google.com/,M,0,1,0,1,0,1
1581,1581,Summer of Sam,1999,6.3,https://www.google.com/,M,1,0,1,1,0,1
1582,1582,Jay and Silent Bob Strike Back,2001,6.4,https://www.google.com/,M,0,1,0,0,0,0
1583,1583,The Glass House,2001,5.4,https://www.google.com/,M,1,0,1,0,0,0
1584,1584,Josie and the Pussycats,2001,5.3,https://www.google.com/,M,0,1,0,0,1,0
1585,1585,Homefront,2013,6.4,https://www.google.com/,M,1,0,0,0,0,0
1586,1586,The Little Vampire,2000,6.1,https://www.google.com/,M,0,0,0,1,0,0
1587,1587,I Heart Huckabees,2004,6.2,https://www.google.com/,M,0,1,0,0,0,1
1588,1588,RoboCop 3,1993,4.2,https://www.google.com/,M,1,0,1,1,0,0
1589,1589,Megiddo: The Omega Code 2,2001,3.6,https://www.google.com/,M,1,0,1,0,0,0
1590,1590,Darling Lili,1970,4.9,https://www.google.com/,M,1,1,1,0,1,1
1591,1591,Dudley Do-Right,1999,3.8,https://www.google.com/,M,0,1,0,0,0,1
1592,1592,The Transporter Refueled,2015,5.2,http://www.thetransporterrefueled.com/,M,1,0,0,1,0,0
1593,1593,The Libertine,2004,5.9,https://www.google.com/,M,0,0,1,0,0,1
1594,1594,Black Book,2006,7.2,https://www.google.com/,M,1,0,1,0,1,0
1595,1595,Joyeux NoÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Â ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€¦Ã‚Â¡ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â«l,2005,7.2,https://www.google.com/,M,0,0,1,0,1,1
1596,1596,Hit & Run,2012,5.5,http://www.hitandrunmovie.com/,M,1,1,0,0,0,1
1597,1597,Mad Money,2008,5.9,https://www.google.com/,M,1,1,0,1,0,0
1598,1598,Before I Go to Sleep,2014,6.2,https://www.google.com/,M,1,0,0,1,0,0
1599,1599,Sorcerer,1977,7.4,https://www.google.com/,M,1,0,0,0,0,0
1600,1600,Stone,2010,5.2,http://www.stonemovie.com/stone.html,M,0,0,1,0,0,0
1601,1601,Moliere,2007,6.7,http://www.moliere-lefilm.com/,M,0,1,1,0,0,1
1602,1602,Michael Clayton,2007,6.5,http://michaelclayton.warnerbros.com/,M,0,0,1,1,0,0
1603,1603,My Fellow Americans,1996,6.3,https://www.google.com/,M,0,1,1,0,0,0
1604,1604,Arlington Road,1999,7,https://www.google.com/,M,1,0,1,1,0,0
1605,1605,Underdogs,2013,6,https://www.google.com/,M,1,1,0,0,0,1
1606,1606,Firefox,1982,5.5,https://www.google.com/,M,1,0,1,0,0,0
1607,1607,"South Park: Bigger, Longer & Uncut",1999,7.1,https://www.google.com/,M,0,1,0,0,1,0
1608,1608,Death at a Funeral,2007,6.9,http://www.deathatafuneral-themovie.com/,M,0,1,1,0,0,0
1609,1609,Teenage Mutant Ninja Turtles III,1993,5.1,https://www.google.com/,M,1,1,1,0,0,0
1610,1610,Hardball,2001,6.3,https://www.google.com/,M,0,1,0,0,0,1
1611,1611,For Colored Girls,2010,7,http://www.forcoloredgirlsmovie.com/,M,0,0,1,0,0,0
1612,1612,The Transporter,2002,6.6,https://www.google.com/,M,1,0,0,1,0,0
1613,1613,The Rage: Carrie 2,1999,5.1,https://www.google.com/,M,1,0,1,1,0,0
1614,1614,Away We Go,2009,6.7,https://www.google.com/,M,0,1,1,0,0,1
1615,1615,Swing Vote,2008,5.8,https://www.google.com/,M,0,1,1,0,0,0
1616,1616,Moonlight Mile,2002,6.5,https://www.google.com/,M,0,0,1,0,0,1
1617,1617,Molly,1999,5.5,https://www.google.com/,M,0,1,1,0,0,1
1618,1618,The Beaver,2011,6.3,http://www.thebeaver-movie.com/,M,0,0,1,0,0,0
1619,1619,The Best Little Whorehouse in Texas,1982,5.9,https://www.google.com/,M,0,1,0,0,0,0
1620,1620,eXistenZ,1999,6.7,https://www.google.com/,M,1,0,1,1,0,0
1621,1621,Raiders of the Lost Ark,1981,7.7,http://www.indianajones.com,M,1,0,0,0,0,0
1622,1622,Home Alone 2: Lost in New York,1992,6.3,https://www.google.com/,M,1,1,0,1,0,0
1623,1623,Close Encounters of the Third Kind,1977,7.2,https://www.google.com/,M,0,0,1,0,0,0
1624,1624,Pulse,2006,5,http://www.pulsethemovie.net/,M,1,0,0,1,0,0
1625,1625,Beverly Hills Cop II,1987,6.1,https://www.google.com/,M,1,1,0,1,0,0
1626,1626,Bringing Down the House,2003,5.4,https://www.google.com/,M,0,1,0,0,0,0
1627,1627,The Silence of the Lambs,1991,8.1,https://www.google.com/,M,1,0,1,1,0,0
1628,1628,Wayne's World,1992,6.5,https://www.google.com/,M,0,1,0,0,1,0
1629,1629,Jackass 3D,2010,6.4,https://www.google.com/,M,1,1,0,0,1,0
1630,1630,Jaws 2,1978,5.9,https://www.google.com/,M,1,0,0,1,0,0
1631,1631,Beverly Hills Chihuahua,2008,4.9,https://www.google.com/,M,1,1,0,0,0,0
1632,1632,Are We There Yet?,2005,5.2,https://www.google.com/,M,1,1,0,0,0,1
1633,1633,Tammy,2014,5,https://www.google.com/,M,0,1,0,0,0,0
1634,1634,School of Rock,2003,6.7,http://www.schoolofrockmovie.com/,M,0,1,0,0,1,0
1635,1635,Mortal Kombat,1995,5.4,https://www.google.com/,M,1,0,1,0,0,0
1636,1636,White Chicks,2004,6.3,https://www.google.com/,M,0,1,0,0,0,0
1637,1637,Holes,2003,6.7,https://www.google.com/,M,1,1,1,0,0,0
1638,1638,The Last Song,2010,6.9,https://www.google.com/,M,0,0,1,0,0,1
1639,1639,Drumline,2002,6.2,https://www.google.com/,M,0,1,1,0,1,1
1640,1640,Why Did I Get Married Too?,2010,6.1,http://www.whydidigetmarriedtoomovie.com/,M,0,1,0,0,0,1
1641,1641,Edward Scissorhands,1990,7.5,https://www.google.com/,M,0,0,1,0,0,1
1642,1642,Madea's Witness Protection,2012,5.9,http://madeaswitnessprotectionmovie.com/,M,0,1,1,1,0,0
1643,1643,The French Connection,1971,7.4,https://www.google.com/,M,1,0,0,1,0,0
1644,1644,Date Movie,2006,3.6,https://www.google.com/,M,0,1,0,0,0,0
1645,1645,Return to Never Land,2002,6.1,https://www.google.com/,M,1,1,1,0,0,0
1646,1646,The Jungle Book 2,2003,5.6,https://www.google.com/,M,1,1,0,0,0,0
1647,1647,Boogeyman,2005,4.6,http://www.uip.de/lo/goodies/posters/pl_boogeyman.html,M,1,0,1,1,0,0
1648,1648,Premonition,2007,5.8,https://www.google.com/,M,1,0,1,1,0,0
1649,1649,The Tigger Movie,2000,6.3,http://www.tigger.com,M,0,1,0,0,0,0
1650,1650,Epic Movie,2007,3.2,https://www.google.com/,M,1,1,0,0,0,0
1651,1651,Lakeview Terrace,2008,5.9,https://www.google.com/,M,1,0,1,1,0,0
1652,1652,The Grudge 2,2006,5.2,http://www.sonypictures.com/homevideo/thegrudge2/,M,1,0,0,1,0,0
1653,1653,How Stella Got Her Groove Back,1998,6,https://www.google.com/,M,0,1,1,0,0,1
1654,1654,Bill & Ted's Bogus Journey,1991,5.9,https://www.google.com/,M,1,1,1,0,0,0
1655,1655,Man of the Year,2006,5.8,https://www.google.com/,M,1,1,1,0,0,1
1656,1656,The Black Hole,1979,6.1,https://www.google.com/,M,1,0,1,0,0,0
1657,1657,The American,2010,5.8,http://focusfeatures.com/film/the_american/,M,1,0,1,1,0,0
1658,1658,Selena,1997,7,https://www.google.com/,M,0,0,1,0,0,0
1659,1659,Vampires Suck,2010,4.2,http://www.dancingwerewolves.com/,M,0,1,0,1,0,0
1660,1660,This Is Where I Leave You,2014,6.5,https://www.google.com/,M,0,1,1,0,0,0
1661,1661,Doubt,2008,7,https://www.google.com/,M,0,0,1,1,0,0
1662,1662,Team America: World Police,2004,6.6,http://www.teamamerica.com,M,1,1,0,0,1,0
1663,1663,Copycat,1995,6.4,https://www.google.com/,M,1,0,1,0,0,0
1664,1664,Scary Movie 5,2013,4.6,https://www.google.com/,M,0,1,0,0,0,0
1665,1665,Paint Your Wagon,1969,6.2,https://www.google.com/,M,1,1,1,0,1,0
1666,1666,Milk,2008,7.1,http://focusfeatures.com/film/milk/,M,0,0,1,0,1,0
1667,1667,Risen,2016,5.7,https://www.google.com/,M,1,0,0,0,0,0
1668,1668,Ghost Ship,2002,5.3,https://www.google.com/,M,1,0,0,1,0,0
1669,1669,A Very Harold & Kumar Christmas,2011,6,http://haroldandkumar.warnerbros.com,M,0,1,0,0,0,0
1670,1670,Wild Things,1998,6.3,https://www.google.com/,M,0,0,1,1,0,0
1671,1671,The Stepfather,2009,5.4,http://www.welcometothefamily.com/,M,1,0,0,1,0,0
1672,1672,The Debt,2010,6.3,http://www.debt-themovie.com/,M,1,0,1,0,0,0
1673,1673,High Fidelity,2000,7,https://www.google.com/,M,0,1,1,0,1,1
1674,1674,One Missed Call,2008,4.7,http://onemissedcallmovie.warnerbros.com/,M,1,0,0,1,0,0
1675,1675,Eye for an Eye,1996,5.8,https://www.google.com/,M,1,0,1,0,0,0
1676,1676,The Bank Job,2008,6.6,http://thebankjobmovie.com/,M,1,0,1,1,0,0
1677,1677,Eternal Sunshine of the Spotless Mind,2004,7.9,http://www.eternalsunshine.com,M,0,0,1,0,0,1
1678,1678,You Again,2010,6,https://www.google.com/,M,0,1,0,0,0,1
1679,1679,Street Kings,2008,6.3,https://www.google.com/,M,1,0,1,1,0,0
1680,1680,Nancy Drew,2007,5.8,https://www.google.com/,M,1,0,0,1,0,0
1681,1681,Daybreakers,2009,6,http://www.daybreakersmovie.com/,M,1,0,1,1,0,0
1682,1682,Monte Carlo,2011,6,https://www.google.com/,M,1,1,0,0,0,1
1683,1683,Stay Alive,2006,5.3,https://www.google.com/,M,1,0,0,1,0,0
1684,1684,Quigley Down Under,1990,6.5,https://www.google.com/,M,1,0,1,0,0,1
1685,1685,Alpha and Omega,2010,5.3,http://alphaandomega3d.com/index.html,M,0,1,0,0,0,0
1686,1686,The Covenant,2006,5.2,https://www.google.com/,M,1,0,1,1,0,0
1687,1687,Stick It,2006,6.3,https://www.google.com/,M,0,1,1,0,0,0
1688,1688,Shorts,2009,5.1,https://www.google.com/,M,0,1,0,0,0,0
1689,1689,To Die For,1995,6.7,https://www.google.com/,M,1,1,1,0,0,0
1690,1690,Appaloosa,2008,6.3,https://www.google.com/,M,1,0,1,1,0,0
1691,1691,Vampires,1998,5.8,http://www.theofficialjohncarpenter.com/vampires/,M,1,0,1,1,0,0
1692,1692,Psycho,2060,8.2,https://www.google.com/,M,1,0,1,1,0,0
1693,1693,My Best Friend's Girl,2008,5.4,http://www.mybestfriendsgirlmovie.com,M,0,1,0,0,0,1
1694,1694,Georgia Rule,2007,5.6,https://www.google.com/,M,0,1,1,0,0,1
1695,1695,Under the Rainbow,1981,4.9,https://www.google.com/,M,0,1,0,0,0,0
1696,1696,Ladyhawke,1985,6.8,https://www.google.com/,M,1,0,1,0,0,1
1697,1697,Simon Birch,1998,6.5,https://www.google.com/,M,0,1,1,0,0,0
1698,1698,Reign Over Me,2007,7.1,http://www.sonypictures.com/movies/reignoverme/index.html,M,0,0,1,0,0,0
1699,1699,School for Scoundrels,2006,5.6,https://www.google.com/,M,0,1,1,0,0,1
1700,1700,Silent Hill: Revelation 3D,2012,5,https://www.google.com/,M,1,0,0,1,0,0
1701,1701,From Dusk Till Dawn,1996,6.9,http://www.miramax.com/movie/from-dusk-till-dawn/,M,1,0,0,1,0,0
1702,1702,Pooh's Heffalump Movie,2005,6.4,https://www.google.com/,M,0,1,0,0,0,0
1703,1703,Home for the Holidays,1995,6.3,https://www.google.com/,M,0,1,1,0,0,1
1704,1704,Kung Fu Hustle,2004,7.2,https://www.google.com/,M,1,1,1,1,0,0
1705,1705,The Country Bears,2002,4.3,http://movies.disney.com/the-country-bears,M,1,1,0,0,0,0
1706,1706,The Kite Runner,2007,7.3,http://www.kiterunnermovie.com/,M,0,0,1,0,0,0
1707,1707,21 Grams,2003,7.2,http://www.21-grams.com/index.php,M,1,0,1,1,0,0
1708,1708,Paparazzi,2004,5.8,https://www.google.com/,M,1,0,1,0,0,0
1709,1709,A Guy Thing,2003,5.3,https://www.google.com/,M,0,1,0,0,0,1
1710,1710,Loser,2000,5,https://www.google.com/,M,0,1,1,0,0,1
1711,1711,Capitalism: A Love Story,2009,7,http://www.capitalismalovestory.com/,M,0,0,0,0,1,0
1712,1712,The Greatest Story Ever Told,2065,6.5,https://www.google.com/,M,0,0,1,0,1,0
1713,1713,Armored,2009,5.5,https://www.google.com/,M,1,0,1,1,0,0
1714,1714,The Man Who Knew Too Little,1997,6.5,https://www.google.com/,M,1,1,0,1,0,0
1715,1715,Lockout,2012,5.8,http://www.lockoutfilm.com/,M,1,0,1,0,0,0
1716,1716,Envy,2004,4.8,https://www.google.com/,M,0,1,0,0,0,0
